gene_id	gene_name	gene_name_2	gene_type
ENSG00000260100	ENSG00000260100	AL512604.3	AL512604.3:ENSG00000260100	lincRNA
ENSG00000260101	ENSG00000260101	AC008074.3	AC008074.3:ENSG00000260101	lincRNA
ENSG00000260102	ENSG00000260102	LINC01070	LINC01070:ENSG00000260102	lincRNA
ENSG00000260107	ENSG00000260107	AC005606.1	AC005606.1:ENSG00000260107	lincRNA
ENSG00000260111	ENSG00000260111	AC012184.1	AC012184.1:ENSG00000260111	antisense
ENSG00000260115	ENSG00000260115	AC012174.1	AC012174.1:ENSG00000260115	antisense
ENSG00000260118	ENSG00000260118	AL157700.1	AL157700.1:ENSG00000260118	lincRNA
ENSG00000260120	ENSG00000260120	AC104066.2	AC104066.2:ENSG00000260120	lincRNA
ENSG00000260121	ENSG00000260121	AC138028.4	AC138028.4:ENSG00000260121	antisense
ENSG00000260122	ENSG00000260122	AC068987.2	AC068987.2:ENSG00000260122	lincRNA
ENSG00000260123	ENSG00000260123	AC013565.1	AC013565.1:ENSG00000260123	lincRNA
ENSG00000260125	ENSG00000260125	AGBL1-AS1	AGBL1-AS1:ENSG00000260125	antisense
ENSG00000260126	ENSG00000260126	AC092326.1	AC092326.1:ENSG00000260126	lincRNA
ENSG00000260131	ENSG00000260131	LINC00556	LINC00556:ENSG00000260131	antisense
ENSG00000260132	ENSG00000260132	AL032819.1	AL032819.1:ENSG00000260132	antisense
ENSG00000260135	ENSG00000260135	MMP2-AS1	MMP2-AS1:ENSG00000260135	lincRNA
ENSG00000260136	ENSG00000260136	AC008915.2	AC008915.2:ENSG00000260136	lincRNA
ENSG00000260137	ENSG00000260137	AL132657.2	AL132657.2:ENSG00000260137	lincRNA
ENSG00000260141	ENSG00000260141	AC145350.2	AC145350.2:ENSG00000260141	lincRNA
ENSG00000260142	ENSG00000260142	AC068135.2	AC068135.2:ENSG00000260142	lincRNA
ENSG00000260145	ENSG00000260145	AC023825.2	AC023825.2:ENSG00000260145	antisense
ENSG00000260148	ENSG00000260148	AC009090.2	AC009090.2:ENSG00000260148	antisense
ENSG00000260151	ENSG00000260151	AL355493.2	AL355493.2:ENSG00000260151	lincRNA
ENSG00000260156	ENSG00000260156	AC020763.1	AC020763.1:ENSG00000260156	antisense
ENSG00000260158	ENSG00000260158	AC137761.1	AC137761.1:ENSG00000260158	lincRNA
ENSG00000260162	ENSG00000260162	AC134312.2	AC134312.2:ENSG00000260162	lincRNA
ENSG00000260163	ENSG00000260163	AC012508.1	AC012508.1:ENSG00000260163	lincRNA
ENSG00000260166	ENSG00000260166	AC134312.3	AC134312.3:ENSG00000260166	lincRNA
ENSG00000260167	ENSG00000260167	AC093249.2	AC093249.2:ENSG00000260167	antisense
ENSG00000260170	ENSG00000260170	AC090527.2	AC090527.2:ENSG00000260170	protein_coding
ENSG00000260171	ENSG00000260171	AC008269.2	AC008269.2:ENSG00000260171	lincRNA
ENSG00000260172	ENSG00000260172	LINC01413	LINC01413:ENSG00000260172	lincRNA
ENSG00000260173	ENSG00000260173	AC020779.2	AC020779.2:ENSG00000260173	antisense
ENSG00000260176	ENSG00000260176	AC141586.2	AC141586.2:ENSG00000260176	lincRNA
ENSG00000260177	ENSG00000260177	AC126696.1	AC126696.1:ENSG00000260177	lincRNA
ENSG00000260179	ENSG00000260179	AL162741.1	AL162741.1:ENSG00000260179	lincRNA
ENSG00000260183	ENSG00000260183	AC108097.1	AC108097.1:ENSG00000260183	antisense
ENSG00000260185	ENSG00000260185	AC009097.1	AC009097.1:ENSG00000260185	antisense
ENSG00000260186	ENSG00000260186	LINC02137	LINC02137:ENSG00000260186	lincRNA
ENSG00000260188	ENSG00000260188	AC002464.1	AC002464.1:ENSG00000260188	antisense
ENSG00000260192	ENSG00000260192	LINC02240	LINC02240:ENSG00000260192	lincRNA
ENSG00000260193	ENSG00000260193	AL138781.1	AL138781.1:ENSG00000260193	lincRNA
ENSG00000260194	ENSG00000260194	AC007496.1	AC007496.1:ENSG00000260194	antisense
ENSG00000260196	ENSG00000260196	AC124798.1	AC124798.1:ENSG00000260196	antisense
ENSG00000260197	ENSG00000260197	AC010889.1	AC010889.1:ENSG00000260197	lincRNA
ENSG00000260201	ENSG00000260201	AC141273.1	AC141273.1:ENSG00000260201	lincRNA
ENSG00000260202	ENSG00000260202	AL109954.1	AL109954.1:ENSG00000260202	lincRNA
ENSG00000260205	ENSG00000260205	AL157831.2	AL157831.2:ENSG00000260205	lincRNA
ENSG00000260206	ENSG00000260206	AC105020.2	AC105020.2:ENSG00000260206	antisense
ENSG00000260209	ENSG00000260209	AP000842.3	AP000842.3:ENSG00000260209	lincRNA
ENSG00000260213	ENSG00000260213	AC092718.2	AC092718.2:ENSG00000260213	antisense
ENSG00000260217	ENSG00000260217	AC104640.1	AC104640.1:ENSG00000260217	lincRNA
ENSG00000260219	ENSG00000260219	AC106782.2	AC106782.2:ENSG00000260219	lincRNA
ENSG00000260220	ENSG00000260220	CCDC187	CCDC187:ENSG00000260220	protein_coding
ENSG00000260223	ENSG00000260223	AC099511.1	AC099511.1:ENSG00000260223	lincRNA
ENSG00000260228	ENSG00000260228	AC009119.1	AC009119.1:ENSG00000260228	antisense
ENSG00000260230	ENSG00000260230	FRRS1L	FRRS1L:ENSG00000260230	protein_coding
ENSG00000260232	ENSG00000260232	PWRN4	PWRN4:ENSG00000260232	lincRNA
ENSG00000260234	ENSG00000260234	AC020636.2	AC020636.2:ENSG00000260234	protein_coding
ENSG00000260235	ENSG00000260235	AC105020.3	AC105020.3:ENSG00000260235	antisense
ENSG00000260236	ENSG00000260236	AC099778.1	AC099778.1:ENSG00000260236	antisense
ENSG00000260237	ENSG00000260237	AC092130.1	AC092130.1:ENSG00000260237	lincRNA
ENSG00000260238	ENSG00000260238	PMF1-BGLAP	PMF1-BGLAP:ENSG00000260238	protein_coding
ENSG00000260239	ENSG00000260239	LINC02533	LINC02533:ENSG00000260239	lincRNA
ENSG00000260242	ENSG00000260242	AC091489.1	AC091489.1:ENSG00000260242	lincRNA
ENSG00000260246	ENSG00000260246	AC000032.1	AC000032.1:ENSG00000260246	antisense
ENSG00000260249	ENSG00000260249	AC007608.3	AC007608.3:ENSG00000260249	antisense
ENSG00000260252	ENSG00000260252	AC009087.1	AC009087.1:ENSG00000260252	antisense
ENSG00000260254	ENSG00000260254	AP000997.2	AP000997.2:ENSG00000260254	lincRNA
ENSG00000260256	ENSG00000260256	AP001063.1	AP001063.1:ENSG00000260256	lincRNA
ENSG00000260257	ENSG00000260257	AL035071.1	AL035071.1:ENSG00000260257	lincRNA
ENSG00000260259	ENSG00000260259	LINC02166	LINC02166:ENSG00000260259	lincRNA
ENSG00000260260	ENSG00000260260	SNHG19	SNHG19:ENSG00000260260	lincRNA
ENSG00000260262	ENSG00000260262	AC139887.3	AC139887.3:ENSG00000260262	lincRNA
ENSG00000260264	ENSG00000260264	LINC2194	LINC2194:ENSG00000260264	lincRNA
ENSG00000260265	ENSG00000260265	LINC02562	LINC02562:ENSG00000260265	lincRNA
ENSG00000260267	ENSG00000260267	AC026471.1	AC026471.1:ENSG00000260267	antisense
ENSG00000260268	ENSG00000260268	LINC00919	LINC00919:ENSG00000260268	lincRNA
ENSG00000260271	ENSG00000260271	AL132996.1	AL132996.1:ENSG00000260271	lincRNA
ENSG00000260272	ENSG00000260272	AC093525.2	AC093525.2:ENSG00000260272	protein_coding
ENSG00000260273	ENSG00000260273	AL359711.2	AL359711.2:ENSG00000260273	antisense
ENSG00000260274	ENSG00000260274	AC068338.2	AC068338.2:ENSG00000260274	lincRNA
ENSG00000260276	ENSG00000260276	AC022167.2	AC022167.2:ENSG00000260276	antisense
ENSG00000260277	ENSG00000260277	AC009019.1	AC009019.1:ENSG00000260277	antisense
ENSG00000260278	ENSG00000260278	AC098818.2	AC098818.2:ENSG00000260278	antisense
ENSG00000260279	ENSG00000260279	AC137932.1	AC137932.1:ENSG00000260279	antisense
ENSG00000260281	ENSG00000260281	ITFG1-AS1	ITFG1-AS1:ENSG00000260281	antisense
ENSG00000260285	ENSG00000260285	AL133367.1	AL133367.1:ENSG00000260285	antisense
ENSG00000260286	ENSG00000260286	ARMH2	ARMH2:ENSG00000260286	protein_coding
ENSG00000260287	ENSG00000260287	TBC1D3G	TBC1D3G:ENSG00000260287	protein_coding
ENSG00000260289	ENSG00000260289	AC093515.1	AC093515.1:ENSG00000260289	lincRNA
ENSG00000260300	ENSG00000260300	AC009119.2	AC009119.2:ENSG00000260300	protein_coding
ENSG00000260302	ENSG00000260302	AP005482.1	AP005482.1:ENSG00000260302	lincRNA
ENSG00000260303	ENSG00000260303	AC108206.1	AC108206.1:ENSG00000260303	lincRNA
ENSG00000260304	ENSG00000260304	AC009088.2	AC009088.2:ENSG00000260304	antisense
ENSG00000260305	ENSG00000260305	NTRK3-AS1	NTRK3-AS1:ENSG00000260305	lincRNA
ENSG00000260306	ENSG00000260306	AC092375.2	AC092375.2:ENSG00000260306	lincRNA
ENSG00000260311	ENSG00000260311	AC138907.1	AC138907.1:ENSG00000260311	lincRNA
ENSG00000260312	ENSG00000260312	AC140658.1	AC140658.1:ENSG00000260312	lincRNA
ENSG00000260314	ENSG00000260314	MRC1	MRC1:ENSG00000260314	protein_coding
ENSG00000260317	ENSG00000260317	AC009812.4	AC009812.4:ENSG00000260317	lincRNA
ENSG00000260322	ENSG00000260322	AC098657.2	AC098657.2:ENSG00000260322	lincRNA
ENSG00000260325	ENSG00000260325	HSPB9	HSPB9:ENSG00000260325	protein_coding
ENSG00000260328	ENSG00000260328	AC104024.2	AC104024.2:ENSG00000260328	lincRNA
ENSG00000260329	ENSG00000260329	AC007541.1	AC007541.1:ENSG00000260329	antisense
ENSG00000260331	ENSG00000260331	AC079148.1	AC079148.1:ENSG00000260331	lincRNA
ENSG00000260338	ENSG00000260338	LINC01570	LINC01570:ENSG00000260338	antisense
ENSG00000260339	ENSG00000260339	HEXA-AS1	HEXA-AS1:ENSG00000260339	antisense
ENSG00000260340	ENSG00000260340	LINC02176	LINC02176:ENSG00000260340	lincRNA
ENSG00000260342	ENSG00000260342	AC138811.2	AC138811.2:ENSG00000260342	protein_coding
ENSG00000260343	ENSG00000260343	LINC01043	LINC01043:ENSG00000260343	lincRNA
ENSG00000260348	ENSG00000260348	AP007216.1	AP007216.1:ENSG00000260348	lincRNA
ENSG00000260349	ENSG00000260349	AC087190.1	AC087190.1:ENSG00000260349	antisense
ENSG00000260350	ENSG00000260350	AC012173.1	AC012173.1:ENSG00000260350	antisense
ENSG00000260351	ENSG00000260351	AC024270.2	AC024270.2:ENSG00000260351	antisense
ENSG00000260352	ENSG00000260352	AC092287.1	AC092287.1:ENSG00000260352	antisense
ENSG00000260360	ENSG00000260360	AL353708.1	AL353708.1:ENSG00000260360	lincRNA
ENSG00000260362	ENSG00000260362	AC007218.1	AC007218.1:ENSG00000260362	lincRNA
ENSG00000260364	ENSG00000260364	AC009055.1	AC009055.1:ENSG00000260364	lincRNA
ENSG00000260367	ENSG00000260367	AC109460.1	AC109460.1:ENSG00000260367	antisense
ENSG00000260369	ENSG00000260369	AC120024.1	AC120024.1:ENSG00000260369	lincRNA
ENSG00000260370	ENSG00000260370	AC215217.1	AC215217.1:ENSG00000260370	lincRNA
ENSG00000260371	ENSG00000260371	AC026464.3	AC026464.3:ENSG00000260371	protein_coding
ENSG00000260372	ENSG00000260372	AQP4-AS1	AQP4-AS1:ENSG00000260372	antisense
ENSG00000260377	ENSG00000260377	AC083801.2	AC083801.2:ENSG00000260377	lincRNA
ENSG00000260378	ENSG00000260378	AC109597.1	AC109597.1:ENSG00000260378	antisense
ENSG00000260381	ENSG00000260381	AC007610.2	AC007610.2:ENSG00000260381	antisense
ENSG00000260385	ENSG00000260385	AL356961.1	AL356961.1:ENSG00000260385	lincRNA
ENSG00000260387	ENSG00000260387	AC009108.2	AC009108.2:ENSG00000260387	lincRNA
ENSG00000260388	ENSG00000260388	LINC00562	LINC00562:ENSG00000260388	lincRNA
ENSG00000260390	ENSG00000260390	AL360014.1	AL360014.1:ENSG00000260390	lincRNA
ENSG00000260392	ENSG00000260392	AC090518.1	AC090518.1:ENSG00000260392	sense_overlapping
ENSG00000260393	ENSG00000260393	AC026462.2	AC026462.2:ENSG00000260393	lincRNA
ENSG00000260394	ENSG00000260394	Z92544.1	Z92544.1:ENSG00000260394	antisense
ENSG00000260402	ENSG00000260402	AC133485.2	AC133485.2:ENSG00000260402	lincRNA
ENSG00000260403	ENSG00000260403	AC120498.3	AC120498.3:ENSG00000260403	antisense
ENSG00000260406	ENSG00000260406	AC009852.1	AC009852.1:ENSG00000260406	antisense
ENSG00000260409	ENSG00000260409	AC012414.5	AC012414.5:ENSG00000260409	lincRNA
ENSG00000260416	ENSG00000260416	AL096828.2	AL096828.2:ENSG00000260416	lincRNA
ENSG00000260417	ENSG00000260417	AC092127.1	AC092127.1:ENSG00000260417	lincRNA
ENSG00000260418	ENSG00000260418	AL023284.4	AL023284.4:ENSG00000260418	lincRNA
ENSG00000260419	ENSG00000260419	AC138869.2	AC138869.2:ENSG00000260419	antisense
ENSG00000260420	ENSG00000260420	LINC02182	LINC02182:ENSG00000260420	lincRNA
ENSG00000260422	ENSG00000260422	Z97205.2	Z97205.2:ENSG00000260422	lincRNA
ENSG00000260423	ENSG00000260423	LINC02367	LINC02367:ENSG00000260423	lincRNA
ENSG00000260425	ENSG00000260425	AL031709.1	AL031709.1:ENSG00000260425	antisense
ENSG00000260428	ENSG00000260428	SCX	SCX:ENSG00000260428	protein_coding
ENSG00000260430	ENSG00000260430	AC099518.1	AC099518.1:ENSG00000260430	lincRNA
ENSG00000260433	ENSG00000260433	LINC01917	LINC01917:ENSG00000260433	lincRNA
ENSG00000260436	ENSG00000260436	AC093525.3	AC093525.3:ENSG00000260436	antisense
ENSG00000260439	ENSG00000260439	LMF1-AS1	LMF1-AS1:ENSG00000260439	antisense
ENSG00000260440	ENSG00000260440	LINC01544	LINC01544:ENSG00000260440	lincRNA
ENSG00000260441	ENSG00000260441	AC020978.2	AC020978.2:ENSG00000260441	antisense
ENSG00000260442	ENSG00000260442	ATP2A1-AS1	ATP2A1-AS1:ENSG00000260442	antisense
ENSG00000260447	ENSG00000260447	AC009065.3	AC009065.3:ENSG00000260447	antisense
ENSG00000260450	ENSG00000260450	LINC02134	LINC02134:ENSG00000260450	lincRNA
ENSG00000260454	ENSG00000260454	AL355607.2	AL355607.2:ENSG00000260454	lincRNA
ENSG00000260455	ENSG00000260455	NBAT1	NBAT1:ENSG00000260455	lincRNA
ENSG00000260456	ENSG00000260456	C16orf95	C16orf95:ENSG00000260456	protein_coding
ENSG00000260457	ENSG00000260457	AC027458.1	AC027458.1:ENSG00000260457	lincRNA
ENSG00000260458	ENSG00000260458	KCNJ18	KCNJ18:ENSG00000260458	protein_coding
ENSG00000260460	ENSG00000260460	AL365181.1	AL365181.1:ENSG00000260460	lincRNA
ENSG00000260465	ENSG00000260465	AC018557.1	AC018557.1:ENSG00000260465	antisense
ENSG00000260466	ENSG00000260466	AC126696.2	AC126696.2:ENSG00000260466	antisense
ENSG00000260467	ENSG00000260467	AC018552.2	AC018552.2:ENSG00000260467	antisense
ENSG00000260468	ENSG00000260468	LINC01290	LINC01290:ENSG00000260468	lincRNA
ENSG00000260469	ENSG00000260469	C15orf59-AS1	C15orf59-AS1:ENSG00000260469	lincRNA
ENSG00000260470	ENSG00000260470	AC023794.7	AC023794.7:ENSG00000260470	lincRNA
ENSG00000260473	ENSG00000260473	AC068987.3	AC068987.3:ENSG00000260473	lincRNA
ENSG00000260475	ENSG00000260475	AL353719.1	AL353719.1:ENSG00000260475	lincRNA
ENSG00000260476	ENSG00000260476	AC104794.3	AC104794.3:ENSG00000260476	lincRNA
ENSG00000260477	ENSG00000260477	LINC01584	LINC01584:ENSG00000260477	antisense
ENSG00000260478	ENSG00000260478	AC007333.1	AC007333.1:ENSG00000260478	lincRNA
ENSG00000260484	ENSG00000260484	AC131902.2	AC131902.2:ENSG00000260484	lincRNA
ENSG00000260487	ENSG00000260487	AC116348.1	AC116348.1:ENSG00000260487	antisense
ENSG00000260488	ENSG00000260488	AC007216.1	AC007216.1:ENSG00000260488	antisense
ENSG00000260492	ENSG00000260492	CISTR	CISTR:ENSG00000260492	lincRNA
ENSG00000260493	ENSG00000260493	AC011773.4	AC011773.4:ENSG00000260493	antisense
ENSG00000260495	ENSG00000260495	AC009148.1	AC009148.1:ENSG00000260495	antisense
ENSG00000260496	ENSG00000260496	AC009041.1	AC009041.1:ENSG00000260496	lincRNA
ENSG00000260498	ENSG00000260498	AC126696.3	AC126696.3:ENSG00000260498	lincRNA
ENSG00000260500	ENSG00000260500	AC010336.2	AC010336.2:ENSG00000260500	antisense
ENSG00000260504	ENSG00000260504	AC010551.1	AC010551.1:ENSG00000260504	lincRNA
ENSG00000260505	ENSG00000260505	AC096644.4	AC096644.4:ENSG00000260505	lincRNA
ENSG00000260507	ENSG00000260507	AC133919.1	AC133919.1:ENSG00000260507	lincRNA
ENSG00000260509	ENSG00000260509	AL590787.1	AL590787.1:ENSG00000260509	lincRNA
ENSG00000260510	ENSG00000260510	AC004381.1	AC004381.1:ENSG00000260510	antisense
ENSG00000260515	ENSG00000260515	AC034229.2	AC034229.2:ENSG00000260515	lincRNA
ENSG00000260517	ENSG00000260517	AC009093.2	AC009093.2:ENSG00000260517	lincRNA
ENSG00000260519	ENSG00000260519	AC096734.2	AC096734.2:ENSG00000260519	antisense
ENSG00000260520	ENSG00000260520	AC010547.3	AC010547.3:ENSG00000260520	antisense
ENSG00000260526	ENSG00000260526	AC109347.1	AC109347.1:ENSG00000260526	antisense
ENSG00000260528	ENSG00000260528	FAM157C	FAM157C:ENSG00000260528	lincRNA
ENSG00000260530	ENSG00000260530	AC010551.2	AC010551.2:ENSG00000260530	antisense
ENSG00000260532	ENSG00000260532	AL031598.1	AL031598.1:ENSG00000260532	lincRNA
ENSG00000260536	ENSG00000260536	AL035071.2	AL035071.2:ENSG00000260536	antisense
ENSG00000260537	ENSG00000260537	AC012184.2	AC012184.2:ENSG00000260537	protein_coding
ENSG00000260542	ENSG00000260542	AL499627.1	AL499627.1:ENSG00000260542	lincRNA
ENSG00000260545	ENSG00000260545	AC026771.1	AC026771.1:ENSG00000260545	antisense
ENSG00000260548	ENSG00000260548	AL035425.2	AL035425.2:ENSG00000260548	protein_coding
ENSG00000260550	ENSG00000260550	AC136618.1	AC136618.1:ENSG00000260550	lincRNA
ENSG00000260551	ENSG00000260551	PWRN2	PWRN2:ENSG00000260551	lincRNA
ENSG00000260552	ENSG00000260552	AC023043.1	AC023043.1:ENSG00000260552	antisense
ENSG00000260555	ENSG00000260555	AC092681.2	AC092681.2:ENSG00000260555	lincRNA
ENSG00000260558	ENSG00000260558	AC018557.2	AC018557.2:ENSG00000260558	lincRNA
ENSG00000260563	ENSG00000260563	AC132872.1	AC132872.1:ENSG00000260563	lincRNA
ENSG00000260564	ENSG00000260564	AL161912.2	AL161912.2:ENSG00000260564	lincRNA
ENSG00000260568	ENSG00000260568	AC074050.2	AC074050.2:ENSG00000260568	lincRNA
ENSG00000260569	ENSG00000260569	AC090398.1	AC090398.1:ENSG00000260569	lincRNA
ENSG00000260570	ENSG00000260570	AC133550.1	AC133550.1:ENSG00000260570	antisense
ENSG00000260572	ENSG00000260572	AC069224.1	AC069224.1:ENSG00000260572	antisense
ENSG00000260573	ENSG00000260573	AC007493.1	AC007493.1:ENSG00000260573	lincRNA
ENSG00000260574	ENSG00000260574	AL360157.1	AL360157.1:ENSG00000260574	lincRNA
ENSG00000260575	ENSG00000260575	AC133485.3	AC133485.3:ENSG00000260575	antisense
ENSG00000260577	ENSG00000260577	AC126773.2	AC126773.2:ENSG00000260577	antisense
ENSG00000260578	ENSG00000260578	AC110597.1	AC110597.1:ENSG00000260578	lincRNA
ENSG00000260579	ENSG00000260579	AC024270.3	AC024270.3:ENSG00000260579	antisense
ENSG00000260580	ENSG00000260580	AC009035.1	AC009035.1:ENSG00000260580	lincRNA
ENSG00000260581	ENSG00000260581	AC011374.1	AC011374.1:ENSG00000260581	antisense
ENSG00000260583	ENSG00000260583	AP000223.1	AP000223.1:ENSG00000260583	antisense
ENSG00000260585	ENSG00000260585	AL359851.1	AL359851.1:ENSG00000260585	lincRNA
ENSG00000260588	ENSG00000260588	AC027702.1	AC027702.1:ENSG00000260588	lincRNA
ENSG00000260589	ENSG00000260589	STAM-AS1	STAM-AS1:ENSG00000260589	antisense
ENSG00000260592	ENSG00000260592	AC130456.3	AC130456.3:ENSG00000260592	antisense
ENSG00000260593	ENSG00000260593	AC009097.2	AC009097.2:ENSG00000260593	antisense
ENSG00000260594	ENSG00000260594	AC099313.1	AC099313.1:ENSG00000260594	antisense
ENSG00000260596	ENSG00000260596	DUX4	DUX4:ENSG00000260596	protein_coding
ENSG00000260597	ENSG00000260597	AC012531.1	AC012531.1:ENSG00000260597	lincRNA
ENSG00000260604	ENSG00000260604	AL590004.4	AL590004.4:ENSG00000260604	lincRNA
ENSG00000260605	ENSG00000260605	AC027688.1	AC027688.1:ENSG00000260605	lincRNA
ENSG00000260608	ENSG00000260608	AC024270.4	AC024270.4:ENSG00000260608	antisense
ENSG00000260611	ENSG00000260611	AC106785.2	AC106785.2:ENSG00000260611	lincRNA
ENSG00000260612	ENSG00000260612	AC009097.3	AC009097.3:ENSG00000260612	lincRNA
ENSG00000260613	ENSG00000260613	Z98885.2	Z98885.2:ENSG00000260613	lincRNA
ENSG00000260616	ENSG00000260616	AC007728.1	AC007728.1:ENSG00000260616	antisense
ENSG00000260617	ENSG00000260617	AC138028.5	AC138028.5:ENSG00000260617	antisense
ENSG00000260618	ENSG00000260618	AC025917.1	AC025917.1:ENSG00000260618	antisense
ENSG00000260619	ENSG00000260619	AC068870.1	AC068870.1:ENSG00000260619	lincRNA
ENSG00000260620	ENSG00000260620	AC027688.2	AC027688.2:ENSG00000260620	lincRNA
ENSG00000260621	ENSG00000260621	AC092140.1	AC092140.1:ENSG00000260621	antisense
ENSG00000260624	ENSG00000260624	AC018943.1	AC018943.1:ENSG00000260624	antisense
ENSG00000260625	ENSG00000260625	AC026471.2	AC026471.2:ENSG00000260625	antisense
ENSG00000260626	ENSG00000260626	AC136944.1	AC136944.1:ENSG00000260626	lincRNA
ENSG00000260629	ENSG00000260629	BGLT3	BGLT3:ENSG00000260629	sense_overlapping
ENSG00000260630	ENSG00000260630	SNAI3-AS1	SNAI3-AS1:ENSG00000260630	antisense
ENSG00000260633	ENSG00000260633	AC010207.1	AC010207.1:ENSG00000260633	lincRNA
ENSG00000260634	ENSG00000260634	AC012508.2	AC012508.2:ENSG00000260634	lincRNA
ENSG00000260635	ENSG00000260635	AC092338.1	AC092338.1:ENSG00000260635	antisense
ENSG00000260640	ENSG00000260640	AP003115.1	AP003115.1:ENSG00000260640	lincRNA
ENSG00000260641	ENSG00000260641	AC114811.2	AC114811.2:ENSG00000260641	antisense
ENSG00000260642	ENSG00000260642	AC139426.2	AC139426.2:ENSG00000260642	lincRNA
ENSG00000260643	ENSG00000260643	AC092718.3	AC092718.3:ENSG00000260643	processed_transcript
ENSG00000260645	ENSG00000260645	AL359715.2	AL359715.2:ENSG00000260645	lincRNA
ENSG00000260646	ENSG00000260646	AL031705.1	AL031705.1:ENSG00000260646	lincRNA
ENSG00000260647	ENSG00000260647	AC127537.1	AC127537.1:ENSG00000260647	antisense
ENSG00000260650	ENSG00000260650	AC010542.1	AC010542.1:ENSG00000260650	antisense
ENSG00000260651	ENSG00000260651	AF213884.3	AF213884.3:ENSG00000260651	antisense
ENSG00000260653	ENSG00000260653	AC237221.1	AC237221.1:ENSG00000260653	lincRNA
ENSG00000260657	ENSG00000260657	AC107871.2	AC107871.2:ENSG00000260657	lincRNA
ENSG00000260658	ENSG00000260658	AC138305.1	AC138305.1:ENSG00000260658	lincRNA
ENSG00000260659	ENSG00000260659	AC009113.2	AC009113.2:ENSG00000260659	antisense
ENSG00000260661	ENSG00000260661	AC116903.2	AC116903.2:ENSG00000260661	antisense
ENSG00000260664	ENSG00000260664	AC004158.1	AC004158.1:ENSG00000260664	lincRNA
ENSG00000260670	ENSG00000260670	AC134508.1	AC134508.1:ENSG00000260670	lincRNA
ENSG00000260672	ENSG00000260672	AC100827.4	AC100827.4:ENSG00000260672	lincRNA
ENSG00000260673	ENSG00000260673	AL034376.2	AL034376.2:ENSG00000260673	lincRNA
ENSG00000260676	ENSG00000260676	LINC01541	LINC01541:ENSG00000260676	lincRNA
ENSG00000260677	ENSG00000260677	AL445531.1	AL445531.1:ENSG00000260677	lincRNA
ENSG00000260679	ENSG00000260679	AP007216.2	AP007216.2:ENSG00000260679	lincRNA
ENSG00000260681	ENSG00000260681	AC130456.4	AC130456.4:ENSG00000260681	antisense
ENSG00000260683	ENSG00000260683	AL591643.1	AL591643.1:ENSG00000260683	lincRNA
ENSG00000260691	ENSG00000260691	ANKRD20A1	ANKRD20A1:ENSG00000260691	protein_coding
ENSG00000260693	ENSG00000260693	AC026150.1	AC026150.1:ENSG00000260693	lincRNA
ENSG00000260694	ENSG00000260694	AC009145.3	AC009145.3:ENSG00000260694	antisense
ENSG00000260695	ENSG00000260695	AC022164.1	AC022164.1:ENSG00000260695	lincRNA
ENSG00000260698	ENSG00000260698	AL591848.3	AL591848.3:ENSG00000260698	lincRNA
ENSG00000260701	ENSG00000260701	AC025284.1	AC025284.1:ENSG00000260701	antisense
ENSG00000260704	ENSG00000260704	LINC00543	LINC00543:ENSG00000260704	lincRNA
ENSG00000260706	ENSG00000260706	AC022166.1	AC022166.1:ENSG00000260706	lincRNA
ENSG00000260708	ENSG00000260708	AL118516.1	AL118516.1:ENSG00000260708	antisense
ENSG00000260710	ENSG00000260710	AC120498.4	AC120498.4:ENSG00000260710	lincRNA
ENSG00000260715	ENSG00000260715	AC093536.2	AC093536.2:ENSG00000260715	lincRNA
ENSG00000260719	ENSG00000260719	AC009133.3	AC009133.3:ENSG00000260719	antisense
ENSG00000260720	ENSG00000260720	LINC01243	LINC01243:ENSG00000260720	lincRNA
ENSG00000260721	ENSG00000260721	AF067845.1	AF067845.1:ENSG00000260721	lincRNA
ENSG00000260725	ENSG00000260725	AC005307.1	AC005307.1:ENSG00000260725	lincRNA
ENSG00000260729	ENSG00000260729	AC009690.1	AC009690.1:ENSG00000260729	protein_coding
ENSG00000260733	ENSG00000260733	AC046158.1	AC046158.1:ENSG00000260733	antisense
ENSG00000260734	ENSG00000260734	TLE7	TLE7:ENSG00000260734	transcribed_unprocessed_pseudogene
ENSG00000260737	ENSG00000260737	LINC01227	LINC01227:ENSG00000260737	lincRNA
ENSG00000260738	ENSG00000260738	LINC00554	LINC00554:ENSG00000260738	antisense
ENSG00000260739	ENSG00000260739	AC010760.1	AC010760.1:ENSG00000260739	lincRNA
ENSG00000260740	ENSG00000260740	AC026471.3	AC026471.3:ENSG00000260740	antisense
ENSG00000260741	ENSG00000260741	AC099482.1	AC099482.1:ENSG00000260741	antisense
ENSG00000260742	ENSG00000260742	AC009962.1	AC009962.1:ENSG00000260742	antisense
ENSG00000260743	ENSG00000260743	AC007823.1	AC007823.1:ENSG00000260743	lincRNA
ENSG00000260744	ENSG00000260744	AC007494.2	AC007494.2:ENSG00000260744	antisense
ENSG00000260750	ENSG00000260750	AC092720.1	AC092720.1:ENSG00000260750	lincRNA
ENSG00000260755	ENSG00000260755	AC010542.2	AC010542.2:ENSG00000260755	lincRNA
ENSG00000260756	ENSG00000260756	AC131649.1	AC131649.1:ENSG00000260756	lincRNA
ENSG00000260759	ENSG00000260759	AP001120.1	AP001120.1:ENSG00000260759	lincRNA
ENSG00000260760	ENSG00000260760	PWRN3	PWRN3:ENSG00000260760	lincRNA
